,symbol,label,translation
5889,clam,clam,mossel
5890,clappingHands,clapping hands,klappende handen
5891,claspedHands,clasped hands,gevouwen handen
5892,claw,claw,klauw
5893,clay,clay,klei
5894,cleanliness,cleanliness,reinheid
5895,clearQuartz,clear quartz,helder kwarts
5896,clericalTurnedCollar,clerical turned collar,administratief gedraaide kraag
5897,climbingALadder,climbing a ladder,een ladder beklimmen
5898,climbingATree,climbing a tree,in een boom klimmen
5899,clio,Clio,Clio
5900,clippings,clippings,knipsels
5901,cloakLinedWithErmine,cloak lined with ermine,mantel bekleed met hermelijn
5902,cloakOfStars,cloak of stars,mantel van sterren
5903,cloakOnTheGround,cloak on the ground,mantel op de grond
5904,clockwiseSpiral,clockwise spiral,met de klok mee spiraal
5905,clockwiseSwastika,clockwise swastika,hakenkruis met de klok mee
5906,cloister,cloister,kloostergang
5907,closedBook,closed book,gesloten boek
5908,closedBookWithSevenSealsAndLamb,closed book with seven seals and lamb,gesloten boek met zeven zegels en lam
5909,collarRestraint,collar (restraint),kraag (terughoudendheid)
5910,colossus,colossus,kolos
5911,colt,colt,Colt
5912,coluber,coluber,coluber
5913,bullSHead,bull’s head,stierenkop
5914,bullWithASolarDiskBetweenItsHorns,bull with a solar disk between its horns,stier met een zonneschijf tussen zijn hoorns
5915,burningOrTinglingEars,burning or tingling ears,brandende of tintelende oren
5916,burntWood,burnt wood,verbrand hout
5917,burstingPomegranate,bursting pomegranate,granaatappel barsten
5918,bush,bush,struik
5919,buskin,buskin,buskin
5920,butler,butler,butler
5921,butter,butter,boter
5922,buttercup,buttercup,boterbloem
5923,butteredHay,buttered hay,beboterd hooi
5924,butterflyAmongFlowers,butterfly among flowers,vlinder tussen bloemen
5925,butterflyWeed,butterfly weed,vlinder onkruid
5926,butterflyWings,butterfly wings,vlindervleugels
5927,butterflyWings,Butterfly wings,Vlindervleugels
5928,butterflyWithChrysanthemum,butterfly with chrysanthemum,vlinder met chrysanthem
5929,buttonsClothing,buttons (clothing),knopen (kleding)
5930,buzzard,buzzard,buizerd
5931,c,C,C
5932,cabbage,cabbage,kool
5933,cabeiri,Cabeiri,Cabeiri
5934,elephantCarryingOffWomen,elephant carrying off women,olifant die vrouwen wegvoert
5935,elephantSHead,elephant’s head,olifantenkop
5936,elephantTramplingASerpent,elephant trampling a serpent,olifant die een slang vertrapt
5937,desertAnimals,desert animals,woestijndieren
5938,desertIsland,desert island,onbewoond eiland
5939,desk,desk,bureau
5940,destructionOfBones,destruction of bones,vernietiging van botten
5941,dwarfUnderTheFootOfShiva,dwarf under the foot of Shiva,dwerg onder de voet van Shiva
5942,dyingFemaleWarriorInArmorAttendedByAMaleWarrior,dying female warrior in armor attended by a male warrior,stervende vrouwelijke krijger in harnas bijgewoond door een mannelijke krijger
5943,emperor,emperor,keizer
5944,emperorTarot,Emperor (tarot),keizer (tarot)
5945,empress,empress,keizerin
5946,emptyChair,empty chair,lege stoel
5947,emptyCircle,empty circle,lege cirkel
5948,emptyThrone,empty throne,lege troon
5949,emptyThroneWithDoveAndCrucifix,empty throne with dove and crucifix,lege troon met duif en kruisbeeld
5950,emptyTomb,empty tomb,leeg graf
5951,emptyVase,empty vase,lege vaas
5952,enchantedIsland,enchanted island,betoverd eiland
5953,enchanterSNightshade,enchanter’s nightshade,nachtschade van de tovenaars
5954,enchantress,enchantress,tovenares
5955,endlessCruseOfOil,endless cruse of oil,eindeloze kruik olie
5956,endurance,endurance,uithoudingsvermogen
5957,englishDaisy,English daisy,Engelse madeliefje
5958,engravedWithAnImageOfMarsAres,engraved with an image of Mars (Ares),gegraveerd met een afbeelding van Mars (Ares)
5959,doubleHeadedLectern,double-headed lectern,tweekoppige lessenaar
5960,doubleHorseHead,double horse head,dubbel paardenhoofd
5961,doubleLarkspur,double larkspur,dubbel ridderspoor
5962,doubleNimbus,double nimbus,dubbele nimbus
5963,doublePupils,double pupils,dubbele pupillen
5964,doubleQuatrefoilHuitfoil,double quatrefoil (huitfoil),dubbele vierpaspoort (huitfoil)
5965,doubleThunderbolt,double thunderbolt,dubbele bliksemschicht
5966,doubleTriangle,double triangle,dubbele driehoek
5967,doubleTriangleSixPointedStar,double triangle (six pointed star),dubbele driehoek (zespuntige ster)
5968,doubleVajra,double vajra,dubbele vajra
5969,dough,dough,deeg
5970,doveArisingWithAnOliveBranchInItsMouth,dove arising with an olive branch in its mouth,duif die opkomt met een olijftak in zijn mond
5971,doveBearingASword,dove bearing a sword,duif met een zwaard
5972,doveCarryingAnAmpulla,dove carrying an ampulla,duif die een ampulla draagt
5973,dovecoteOnAPole,dovecote on a pole,duiventil op een paal
5974,doveDrinkingFromACupOrEatingBread,dove drinking from a cup or eating bread,duif die uit een beker drinkt of brood eet
5975,doveEmbeddedInLead,dove embedded in lead,duif ingebed in lood
5976,doveEnteringTheVirginMarySEar,dove entering the Virgin Mary’s ear,duif die het oor van de Maagd Maria binnendringt
5977,doveFlyingOverTheWater,dove flying over the water,duif die over het water vliegt
5978,doveHoveringAroundAManSEar,dove hovering around a man’s ear,duif die rond het oor van een man zweeft
5979,doveIssuingFromOneSMouth,dove issuing from one’s mouth,duif die uit de mond komt
5980,doveMeat,dove meat,duivenvlees
5981,doveOnAFontCover,dove on a font cover,duif op een lettertype-omslag
5982,doveOnAPillar,dove on a pillar,duif op een pilaar
5983,doveOnAPyx,dove on a pyx,duif op een pyx
5984,doveOnAWandOrRodTheWandOrRodMayBeFlowering,dove on a wand or rod (the wand or rod may  be flowering),duif op een toverstok of staaf (de toverstaf of staaf kan bloeien)
5985,doveOnOneSShoulder,dove on one’s shoulder,duif op de schouder
5986,dovePerchedOnTheShoulder,dove perched on the shoulder,duif op de schouder
5987,doveProjectingRaysOfLight,dove projecting rays of light,duif die lichtstralen projecteert
5988,dovesInABasket,doves in a basket,duiven in een mand
5989,doveWithAPalmBranchInItsMouth,dove with a palm branch in its mouth,duif met een palmtak in zijn mond
5990,doveWithArk,dove with ark,duif met ark
5991,doveWithASerpentSTail,dove with a serpent’s tail,duif met een slangenstaart
5992,doveWithATwig,dove with a twig,duif met een takje
5993,doveWithAVialInItsBeak,dove with a vial in its beak,duif met een flesje in zijn bek
5994,doveWithDateTree,dove with date tree,duif met dadelboom
5995,doveWithLily,dove with lily,duif met lelie
5996,doveWithOliveBranch,dove with olive branch,duif met olijftak
5997,boxwoodBoughs,boxwood boughs,buxus takken
5998,bitterHerbs,bitter herbs,bittere kruiden
5999,eastAfrican,East African,Oost-Afrikaans
6000,eatingAFig,eating a fig,een vijg eten
6001,eatingAGoose,eating a goose,een gans eten
6002,eatingAnEnemySLiver,eating an enemy’s liver,het eten van de lever van een vijand
6003,eatingASacrificedGod,eating a sacrificed god,het eten van een geofferde god
6004,eatingAshes,eating ashes,as eten
6005,eatingFish,eating fish,vis eten
6006,eatingOysters,eating oysters,oesters eten
6007,eatingTheFruitOrDrinkingTheLiquidOfTheTreeOfLife,eating the fruit or drinking the liquid of the Tree of Life,het eten van de vrucht of het drinken van de vloeistof van de Boom des Levens
6008,daikoku,Daikoku,Daikoku
6009,daikoku,daikoku,daikoku
6010,darkness,darkness,duisternis
6011,darknessAndLight,darkness and light,duisternis en licht
6012,darknessAppearingAfterLight,darkness appearing after light,duisternis verschijnt na licht
6013,darkOrEnchantedForest,dark or enchanted forest,donker of betoverd bos
6014,darkOrStormClouds,"dark, or storm clouds",donker of onweerswolken
6015,darkRed,dark red,donkerrood
6016,darkRedBird,dark red bird,donker rode vogel
6017,darkRedCarnation,dark red carnation,donkerrode anjer
6018,darkTunnel,dark tunnel,donkere tunnel
6019,darkWings,dark wings,donkere vleugels
6020,diamondHeart,diamond heart,diamant hart
6021,diamondKey,diamond key,diamanten sleutel
6022,diamondMace,Diamond Mace,Diamanten Foelie
6023,diamondMaceJuI,Diamond Mace ( Ju-i),Diamanten Foelie (Ju-i)
6024,diamondOrAdamantineSow,Diamond or Adamantine Sow,Diamant of Adamantine zeug
6025,diamondScepter,diamond scepter,diamanten scepter
6026,diamondSeat,Diamond Seat,Diamant stoel
6027,diamondShape,diamond (shape),diamant vorm)
6028,diamondThrone,Diamond Throne,Diamanten Troon
6029,diamondThroneOrSeat,Diamond Throne or Seat,Diamanten Troon of Stoel
6030,diamondVajra,diamond vajra,diamant vajra
6031,dianthusCaryophyllus,Dianthus caryophyllus,Tuinanjer
6032,dice,dice,dobbelsteen
6033,dido,Dido,Dido
6035,digestion,digestion,spijsvertering
6036,digging,digging,graven
6037,dill,dill,dille
6038,dimple,dimple,kuiltje
6039,dimpleInTheCheek,dimple in the cheek,kuiltje in de wang
6040,dimpleInTheChin,dimple in the chin,kuiltje in de kin
6041,dimpleWhenSmiling,dimple when smiling,kuiltje bij het glimlachen
6042,dinosaur,dinosaur,dinosaurus
6043,dionysianBacchanalianDances,Dionysian/Bacchanalian dances,Dionysische / Bacchanale dansen
6044,dionysusBacchus,Dionysus/Bacchus,Dionysus/Bacchus
6045,circleEnclosingAnEquilateralCross,circle enclosing an equilateral cross,cirkel die een gelijkzijdig kruis omsluit
6046,circleOrWheelOfFire,circle or wheel of fire,cirkel of wiel van vuur
6047,circleRadiatingInAndOut,circle radiating in and out,cirkel die in en uit straalt
6048,circleSurmountingAnEquilateralCross,circle surmounting an equilateral cross,cirkel die een gelijkzijdig kruis overstijgt
6049,circleWithinASquare,circle within a square,cirkel binnen een vierkant
6050,circular,circular,circulaire
6051,circularNimbus,circular nimbus,cirkelvormige nimbus
6052,cistern,cistern,waterkelder
6053,brightYellowCloak,bright yellow cloak,felgele mantel
6054,brilliantRed,brilliant red,briljant rood
6055,brokenChains,broken chains,gebroken kettingen
6056,brokenCistern,broken cistern,gebroken stortbak
6057,brokenCord,broken cord,gebroken snoer
6058,brokenHandcuffs,broken handcuffs,gebroken handboeien
6059,brokenMast,broken mast,gebroken mast
6060,brokenNecklaceWithScatteredBeads,"broken necklace, with scattered beads","gebroken ketting, met verspreide kralen"
6061,brokenPillar,broken pillar,gebroken pilaar
6062,brokenRailing,broken railing,gebroken reling
6063,brokenRing,broken ring,gebroken ring
6064,brokenStone,broken stone,gebroken steen
6065,fishInANetOrOnAHook,fish in a net or on a hook,vissen in een net of aan een haak
6066,fishingPole,fishing pole,hengel
6067,fishOnAConfessional,fish on a confessional,vissen op een biechtstoel
6068,fishSwimmingDownward,fish swimming downward,vissen die naar beneden zwemmen
6069,fishSwimmingIntoAWhaleSMouth,fish swimming into a whale’s mouth,vissen zwemmen in de mond van een walvis
6070,fishSwimmingUpward,fish swimming upward,vissen die omhoog zwemmen
6071,fishWithABirdSHeadUsuallyASwallow,fish with a bird’s head (usually a swallow),vis met een vogelkop (meestal een zwaluw)
6072,fishWithAKeyInItsMouth,fish with a key in its mouth,vis met een sleutel in zijn bek
6073,fishWithAnAnchor,fish with an anchor,vissen met een anker
6074,fishWithAnchor,fish with anchor,vissen met anker
6075,fishWithARingInItsMouth,fish with a ring in its mouth,vis met een ring in zijn mond
6076,fishWithShipAndWindmill,fish with ship and windmill,vissen met schip en windmolen
6077,fist,fist,Vuist
6078,fistPlacedOverTheHeart,fist placed over the heart,vuist over het hart geplaatst
6079,fiveArrowsOfKama,five arrows of Kama,vijf pijlen van Kama
6080,fiveCandles,five candles,vijf kaarsen
6081,fiveCandlesLitWithFiveCandlesUnlit,"five candles lit, with five candles unlit","vijf kaarsen aan, met vijf kaarsen niet aan"
6082,fiveCarbuncles,five carbuncles,vijf karbonkels
6083,fiveCirclesIntertwined,five circles intertwined,vijf cirkels met elkaar verweven
6084,fiveCrosses,five crosses,vijf kruisen
6085,fiveHearts,five hearts,vijf harten
6086,fiveLeavedChodpan,five-leaved chodpan,vijfbladige chodpan
6087,fiveLinkedRings,five linked rings,vijf gekoppelde ringen
6088,fivepetaledFlower,fivepetaled flower,vijfbladige bloem
6089,fivePetaledFlower,five-petaled flower,vijfbladige bloem
6090,fivepetaledFlowerOrFivePointedStar,"fivepetaled flower, or five-pointed star","vijfbladige bloem, of vijfpuntige ster"
6091,fivePillars,five pillars,vijf pijlers
6092,fivePointedLeaf,five-pointed leaf,vijfpuntig blad
6093,fivePointedLeaves,five-pointed leaves,vijfpuntige bladeren
6094,fivePointedStarPointingDownward,five-pointed star pointing downward,vijfpuntige ster naar beneden gericht
6095,fiveScrolls,five scrolls,vijf rollen
6096,fivesided,fivesided,vijfzijdig
6097,fiveStonesAndSling,five stones and sling,vijf stenen en slinger
6098,fiveSwans,five swans,vijf zwanen
6099,fiveWounds,five wounds,vijf wonden
6100,flag,flag,vlag
6101,flagAtHalfmast,flag at halfmast,vlag halfstok
6102,flagFlownUpsideDown,flag flown upside down,vlag ondersteboven gevlogen
6103,crownOfWildOlives,crown of wild olives,kroon van wilde olijven
6104,crownOnTheCentralTemplePillar,crown on the central temple pillar,kroon op de centrale tempelpilaar
6105,crownOrWreathOfOakLeaves,crown or wreath of oak leaves,kroon of krans van eikenbladeren
6106,crownOrWreathOfParsley,crown or wreath of parsley,kroon of krans van peterselie
6107,crownWithStrawberryLeaves,crown with strawberry leaves,kroon met aardbeienblaadjes
6108,crucible,crucible,smeltkroes
6109,crucifixAndSkull,crucifix and skull,kruisbeeld en schedel
6110,crustOfBread,crust of bread,korst van brood
6111,crutch,crutch,Kruk
6112,crux,Crux,Crux
6113,crystalBall,crystal ball,kristallen bol
6114,cubicStone,cubic stone,kubieke steen
6115,cubitMeasuringRod,cubit (measuring rod),el (meetlat)
6116,cuckoo,cuckoo,koekoek
6117,cupid,cupid,Cupido
6118,cupid,Cupid,Cupido
6119,cupOfSalvation,cup of salvation,beker van verlossing
6120,doveWithPalmBranchInFuneralArt,dove with palm branch in funeral art,duif met palmtak in begrafeniskunst
6121,doveWithStar,dove with star,duif met ster
6122,doveWithThreeRayedNimbusOrStarsAroundItsHead,dove with three-rayed nimbus or stars around its head,duif met driestraals nimbus of sterren rond zijn kop
6123,dragnet,dragnet,sleepnet
6124,dragonAndLantern,dragon and lantern,draak en lantaarn
6125,dragonAndPhoenix,dragon and phoenix,draak en feniks
6126,dragonAndTiger,dragon and tiger,draak en tijger
6127,dragonAndTortoiseBanner,dragon and tortoise banner,draak en schildpad banner
6128,dragonBitingItsOwnTail,dragon biting its own tail,draak bijt in eigen staart
6129,dragonBitingItsTail,dragon biting its tail,draak die in zijn staart bijt
6130,dragonBitingTheHiltOfASword,dragon biting the hilt of a sword,draak bijt in het gevest van een zwaard
6131,dragonChainedToARock,dragon chained to a rock,draak vastgeketend aan een rots
6132,grain,grain,korrel
6133,grain,Grain,Korrel
6134,grapes,grapes,druiven
6135,grazingHorse,grazing horse,grazend paard
6136,greatHornedOwl,Great horned owl,Grote gehoornde uil
6137,greatOrMajorConvolvulus,great or major convolvulus,grote of grote convolvulus
6138,greatseal,great seal,grote zeehond
6139,greatYellowDaffodil,great yellow daffodil,grote gele narcis
6140,greece,Greece,Griekenland
6141,green,green,groen
6142,darkElephant,dark elephant,donkere olifant
6143,darkElf,dark elf,donkere elf
6144,darkElves,dark elves,donkere elfen
6145,darkFace,dark face,donker gezicht
6146,darkGreen,dark green,donkergroen
6147,darkHair,dark hair,donker haar
6148,children,children,kinderen
6149,chinese,Chinese,Chinese
6150,chineseAlchemy,Chinese alchemy,Chinese alchemie
6151,chrism,chrism,chrisma
6152,christBearingACross,Christ bearing a cross,Christus die een kruis draagt
6153,christIncliningHisHeadTo,Christ inclining his head to,Christus neigt zijn hoofd naar
6154,christmas,Christmas,Kerstmis
6155,christmasRose,Christmas rose,kerstroos
6156,christmasTree,Christmas tree,kerstboom
6157,christmasTreeCandles,Christmas tree candles,Kerstboomkaarsen
6158,christmasTreeLights,Christmas tree lights,Kerstboomverlichting
6159,christmasTreeLightsOrCandles,Christmas tree lights or candles,Kerstboomverlichting of kaarsen
6160,christWithABanner,Christ with a banner,Christus met een banier
6161,christWithBasketsOfBread,Christ with baskets of bread,Christus met manden met brood
6162,chronos,Chronos,Chronos
6163,chrysalis,chrysalis,pop
6164,chrysoberyl,chrysoberyl,chrysoberyl
6165,chrysoprase,chrysoprase,chrysopraas
6166,churchModelBeingCarried,church model being carried,kerkmodel wordt gedragen
6167,churchOnARock,church on a rock,kerk op een rots
6168,fairyLand,fairy land,sprookjesland
6169,falconFeatherCloak,falcon feather cloak,valk veren mantel
6170,falconFeatherCloakOrRobe,falcon feather cloak or robe,valkenveren mantel of gewaad
6171,falconFeatherRobe,falcon-feather robe,valkenveren gewaad
6172,falconFeatherRobeOrCloak,falcon feather robe or cloak,valkenveren gewaad of mantel
6173,falconHeadedGod,falcon-headed god,god met een valkkop
6174,falconHeadedSphinx,falcon-headed sphinx,sfinx met valkenkop
6175,falconHood,falcon hood,valkenkap
6176,falconWithAgaveCactus,falcon with agave cactus,valk met agavecactus
6177,fallenIdol,fallen idol,gevallen idool
6178,fallenLeaves,fallen leaves,gevallen bladeren
6179,fallenPine,fallen pine,gevallen pijnboom
6180,fallenRider,fallen rider,gevallen rijder
6181,falling,falling,vallen
6182,falseTeeth,false teeth,kunstgebit
6183,family,family,familie
6184,famine,famine,hongersnood
6185,farm,farm,boerenbedrijf
6186,faroSCopperNecklace,Faro’s copper necklace,Faro&#39;s koperen ketting
